Систематорг|http://www.sistematorg.com|Союз Торговых Электронных Площадок|03.06.2017|(н/д)|"Общество с ограниченной ответственностью '"ОБЪЕДИНЕННЫЕ СИСТЕМЫ ТОРГОВ'""|почтовый адрес: 143930, Московская обл., г. Балашиха, мкр. Салтыковка, Разинское шоссе, д. 12, этаж 7, ком. 410|3328482128|1123328002027|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=3567a655-c9ff-4af1-8aaa-4f3ae64c2ef6
ТендерСтандарт|http://www.tenderstandart.ru|Союз Торговых Электронных Площадок|01.11.2016|(н/д)|"ООО '"ТендерСтандарт'" "|344006, Ростовская обл., г. Ростов-на-Дону, ул. Пушкинская, 104/32, оф.61|6163109679|1116195010580|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=cd56885e-953e-43ae-b765-7998f6349675
"ТП '"Фабрикант'""|http://www.fabrikant.ru|Союз Торговых Электронных Площадок|01.11.2016|(н/д)|"ООО '"Фабрикант.ру'""|Россия, 123317, Москва, Тестовская ул., д. 10, 11 этаж|7703561549|1057748006139|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=56d1d679-f427-48a1-952d-df0ec0c876c0
Уральская электронная торговая площадка|http://etpu.ru/|Союз Торговых Электронных Площадок|01.11.2016|(н/д)|"ЗАО '"Уральская электронная торговая площадка'" "|620109, г. Екатеринбург, ул. Крауля, 9А, оф. 507|6658372471|1106658019786|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=0406c7dd-50fd-442b-a39e-664882771124
Центр дистанционных торгов|http://cdtrf.ru|Союз Торговых Электронных Площадок|01.11.2016|(н/д)|Акционерное общество «Центр Дистанционных Торгов»|191187, г. Санкт-Петербург, ул. Чайковского, д.12, лит.В, пом.23|1656057203|1101690068468|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=9ff54c08-a553-4cb1-adba-37cfdad8dd53
"Электронная площадка '"Аукционный тендерный центр'""|http://www.atctrade.ru|"Ассоциация операторов электронных площадок '"Профессионалы электронного рынка'""|22.11.2016|(н/д)|"Общество с ограниченной ответственностью '"Аукционный тендерный центр'""|460021 Г ОРЕНБУРГ,УЛ 60 ЛЕТ ОКТЯБРЯ Д 30А|5610088527|1055610091020|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=b9b10010-ce71-4963-a25d-1e5328973dce
"Электронная площадка '"Система Электронных Торгов Имуществом'" (СЭЛТИМ)"|http://www.seltim.ru|"Ассоциация операторов электронных площадок '"Профессионалы электронного рынка'""|22.11.2016|(н/д)|"ООО '"Сатурн'""|109004, г. Москва, ул. Земляной Вал, д. 64, стр.2, эт.7, пом.1, ком.32|7724662650|1087746655512|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=b74ed7aa-5187-4408-bcff-8e324f272605
Электронная площадка №1|http://www.etp1.ru|Не включена в СРО ЭТП|(н/д)|(н/д)|ООО ”Электронная площадка №1”|195220, Российская Федерация, Санкт-Петербург, Гражданский пр-кт, дом 22, литер А, оф. 513|7804468049|1117847368176|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=cfba0883-a56f-41f9-8543-020cc2a87273
Электронная площадка Группы компаний ВИТ|http://etp.vitnw.ru|Не включена в СРО ЭТП|(н/д)|(н/д)|"ООО '"ВИТ'""|196105, Санкт-Петербург, пр. Юрия Гагарина, д.1, оф. 427|7810084851|1079847000331|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=73c93210-fc2e-4f20-974d-8ed34006c5b3
Электронная площадка Центра реализации|http://www.centerr.ru|Союз Операторов Электронных Площадок|11.11.2016|(н/д)|"ООО '"Центр реализации'""|119019,   г.   Москва,   переулок  Нащокинский,  дом  14|7704875918|5147746186704|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=177e9967-23b1-41c2-85b2-dbad19dea66f
Электронная площадка ЭСП|http://el-torg.com |Союз Торговых Электронных Площадок|06.10.2016|(н/д)|"ООО '" Электронные системы Поволжья'" "|603089 Нижний Новгород, ул. Полтавская д.32|5262258084|1105262010193|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=298d5423-7b1f-4c57-b825-481b1591f998
"Электронная торговая площадка '"Евразийская торговая площадка'""|http://eurtp.ru/|Союз Торговых Электронных Площадок|01.11.2016|(н/д)|"ООО '"Евразийская торговая площадка'""|410031, г. Саратов, ул. Волжская, д. 34|6455053254|1116455001541|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=9d69fdf3-29c7-4758-bd0e-3099f5476664
"Электронная Торговая Площадка '"ПОВОЛЖСКИЙ АУКЦИОННЫЙ ДОМ'""|http://www.auction63.ru|Не включена в СРО ЭТП|(н/д)|(н/д)|"ООО '"ПОВОЛЖСКИЙ АУКЦИОННЫЙ ДОМ'""|445037, г.Тольятти, Новый проезд, д.8, офис 201|6321307323|1136320004831|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=2a5ed177-39ae-41ec-bd2e-7a5b873ebe4f
"Электронная торговая площадка '"Профит'" "|http://www.etp-profit.ru|Союз Торговых Электронных Площадок|01.11.2016|(н/д)|"Общество с ограниченной ответственностью '"Перспектива'" "|603005 г. Н. Новгород, ул. Ульянова, д.31 |5260315121|1115260022283|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=ab3a569f-7b0c-42b5-8797-a1f3d3106342
"Электронная торговая площадка '"Регион'""|http://gloriaservice.ru|"Ассоциация операторов электронных площадок '"Профессионалы электронного рынка'""|22.11.2016|(н/д)|"ООО '"Глория Сервис'""|191015, Санкт-Петербург, ул. Шпалерная, д. 60, лит. А, пом. 59Н|7807354297|1107847307336|https://bankrot.fedresurs.ru/TradePlaceCard.aspx?ID=f8c0b6fb-389f-4d84-94d0-1a32215a1b69
